name,id,idMovie
Platinum Dunes,2481,98566
Warner Bros.,6194,49047
Heyday Films,7364,49047
Esperanto Filmoj,7470,49047
Universal Pictures,33,9619
Pacific Western,1280,9619
Paramount Pictures,4,308531
Nickelodeon Movies,2348,308531
Platinum Dunes,2481,308531
5150 Action,47354,308531
Gama Entertainment Partners,77208,308531
Twentieth Century Fox Film Corporation,306,166424
Marv Films,5374,166424
Marvel Entertainment,7505,166424
Constantin Film.,9078,166424
Moving Picture Company (MPC),20478,166424
TSG Entertainment,22213,166424
Genre Films,28788,166424
Ingenious Film Partners,289,1593
Twentieth Century Fox Film Corporation,306,1593
1492 Pictures,436,1593
21 Laps Entertainment,2575,1593
New Line Cinema,12,254128
Village Roadshow Pictures,79,254128
Warner Bros.,6194,254128
Flynn Picture Company,34081,254128
Eon Productions,7576,714
Centropolis Entertainment,347,2024
Columbia Pictures Corporation,441,2024
Mutual Film Company,762,2024
Global Entertainment Productions GmbH & Company Medien KG,9269,2024
Village Roadshow Pictures,79,163
Section Eight,129,163
Jerry Weintraub Productions,2596,163
Warner Bros.,6194,163
WV Films III,12202,163
Weed Road Pictures,433,787
Summit Entertainment,491,787
Regency Enterprises,508,787
Epsilon Motion Pictures,1171,787
New Regency Pictures,10104,787
Summit Entertainment,491,262500
Mandeville Films,10227,262500
Red Wagon Entertainment,14440,262500
NeoReel,24097,262500
Miramax Films,14,2567
Appian Way,562,2567
Forward Pass,675,2567
Cappa Productions,691,2567
Warner Bros.,6194,2567
Initial Entertainment Group (IEG),7380,2567
IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,19116,2567
Mel's Cite du Cinema,54502,2567
Twentieth Century Fox Film Corporation,306,38745
Dune Entertainment,444,38745
Davis Entertainment,1302,38745
Dune Entertainment III,6332,38745
Original Film,333,40805
Sony Pictures Entertainment,5752,40805
Reliance BIG Entertainment,6733,40805
Legendary Pictures,923,53182
Hollywood Gang Productions,2994,53182
Atmosphere Entertainment MM,2995,53182
Warner Bros.,6194,53182
Nimar Studios,7636,53182
Cruel and Unusual Films,78685,53182
Columbia Pictures,5,41513
Sony Pictures Animation,2251,41513
Kerner Entertainment Company,7311,41513
Walt Disney Pictures,2,13700
Summit Entertainment,491,262504
Lionsgate,1632,262504
Mandeville Films,10227,262504
Red Wagon Entertainment,14440,262504
DreamWorks SKG,27,39254
21 Laps Entertainment,2575,39254
Reliance Entertainment,7294,39254
Touchstone Pictures,9195,39254
ImageMovers,11395,39254
Angry Films,12087,39254
Revolution Sun Studios,76043,39254
Kontsept Film Company,76067,39254
Wardour Street Pictures,76069,39254
Columbia Pictures,5,77931
Sony Pictures Animation,2251,77931
Kerner Entertainment Company,7311,77931
Hemisphere Media Capital,9169,77931
NeoReel,24097,77931
Twentieth Century Fox Film Corporation,306,1639
Blue Tulip Productions,35304,1639
Summit Entertainment,491,80274
Chartoff Productions,3200,80274
Odd Lot Entertainment,3263,80274
K/O Paper Products,7296,80274
Digital Domain,31825,80274
Taleswapper,31826,80274
Ingenious Film Partners,289,1571
Twentieth Century Fox Film Corporation,306,1571
Dune Entertainment,444,1571
Cheyenne Enterprises,890,1571
Wintergreen Productions,11845,1571
WingNut Films,11,120
New Line Cinema,12,120
The Saul Zaentz Company,5237,120
Studio Babelsberg,264,10204
Walden Media,10221,10204
Babelsberg Film,19481,10204
Mostow/Lieberman Productions,23636,10204
80 Days Productions,53413,10204
Spanknyce Films,53414,10204
Fitzwilliam Productions,53416,10204
Columbia Pictures Corporation,441,8489
Imagine Entertainment,23,10588
DreamWorks SKG,27,10588
Universal Pictures,33,10588
Twentieth Century Fox Film Corporation,306,2048
Laurence Mark Productions,415,2048
Davis Entertainment,1302,2048
Overbrook Entertainment,12485,2048
Mediastream Vierte Film GmbH & Co. Vermarktungs KG,19354,2048
Canlaws Productions,19355,2048
Studio Babelsberg,264,1495
Twentieth Century Fox Film Corporation,306,1495
Scott Free Productions,1645,1495
Kanzaman,4169,1495
Dune Films,19477,1495
BK,19478,1495
KOH,19479,1495
Reino del Cielo,19480,1495
Inside Track 3,19482,1495
Calle Cruzada,19483,1495
Columbia Pictures Corporation,441,10137
Global Medien KG,5555,10137
Franklin/Waterman Productions,58331,10137
Walt Disney Pictures,2,10198
Walt Disney Animation Studios,6125,10198
Twentieth Century Fox Film Corporation,306,286217
Scott Free Productions,1645,286217
Mid Atlantic Films,2735,286217
International Traders,6408,286217
TSG Entertainment,22213,286217
Genre Films,28788,286217
DreamWorks SKG,27,1635
Warner Bros.,6194,1635
Parkes/MacDonald Productions,11084,1635
New Line Cinema,12,24113
Jerry Bruckheimer Films,130,9679
Touchstone Pictures,9195,9679
DreamWorks SKG,27,98
Universal Pictures,33,98
Scott Free Productions,1645,98
Red Wagon Entertainment,14440,98
Mill Film,21904,98
C & L,21905,98
Dawliz,21906,98
DreamWorks SKG,27,180
Cruise/Wagner Productions,44,180
Amblin Entertainment,56,180
Twentieth Century Fox Film Corporation,306,180
Blue Tulip Productions,766,180
Ronald Shusett/Gary Goldman,26265,180
Digital Image Associates,76068,180
1492 Pictures,436,672
Heyday films,437,672
Warner Bros.,6194,672
Eon Productions,7576,36557
Stillking Films,11345,36557
Babelsberg Film,19481,36557
Twentieth Century Fox Film Corporation,306,869
Tim Burton Productions,8601,869
"Zanuck Company, The",20004,869
Lightstorm Entertainment,574,280
Pacific Western,1280,280
Canal+,5358,280
Carolco Pictures,14723,280
T2 Productions,61409,280
Universal Pictures,33,11322
Appian Way,562,11322
Forward Pass,675,11322
Dentsu,6452,11322
Relativity Media,7295,11322
Tribeca Productions,11391,11322
Misher Films,11581,11322
Imagine Entertainment,23,4982
Universal Pictures,33,4982
Scott Free Productions,1645,4982
Relativity Media,7295,4982
Film Rites,8083,4982
Twentieth Century Fox Film Corporation,306,36955
Lightstorm Entertainment,574,36955
Columbia Pictures,5,18487
Escape Artists,1423,18487
Scott Free Productions,1645,18487
Relativity Media,7295,18487
Metro-Goldwyn-Mayer (MGM),8411,18487
Paramount Pictures,4,39451
Universal Pictures,33,39451
Everyman Pictures,2242,39451
Relativity Media,7295,39451
Dreamworks Pictures,7852,39451
Tribeca Productions,11391,39451
Columbia Pictures,5,27581
Gary Sanchez Productions,4740,27581
Kopelson Entertainment,824,9268
Warner Bros.,6194,9268
Columbia Pictures,5,68718
The Weinstein Company,308,68718
Walt Disney Pictures,2,10545
Walt Disney Pictures,2,11688
Walt Disney Feature Animation,10217,11688
Nu Image Films,925,76163
Millennium Films,10254,76163
Walt Disney Pictures,2,2059
Jerry Bruckheimer Films,130,2059
Saturn Films,831,2059
Junction Entertainment,19097,2059
Ingenious Film Partners,289,2486
Twentieth Century Fox Film Corporation,306,2486
Dune Entertainment,444,2486
Major Studio Partners,445,2486
Fox 2000 Pictures,711,2486
Davis Entertainment,1302,2486
Mid Atlantic Films,2735,2486
Village Roadshow Pictures,79,16523
Legendary Pictures,923,16523
Playtone,4171,16523
Wild Things Productions,5289,16523
Warner Bros.,6194,16523
Blue Sky Studios,9383,116711
Twentieth Century Fox Animation,11749,116711
Columbia Pictures,5,37710
Spyglass Entertainment,158,37710
Peninsula Films,682,37710
StudioCanal,694,37710
Sony Pictures Releasing,3045,37710
GK Films,3281,37710
Sony Pictures Worldwide Acquisitions (SPWA),14577,37710
Italian Tax Credit,21212,37710
Birnbaum/Barber,23731,37710
Cineroma SRL,23732,37710
French Tax Credit,23733,37710
Beacon Communications,919,9946
Bedford Falls Productions,348,1372
Lonely Film Productions GmbH & Co. KG.,430,1372
Virtual Studios,449,1372
Spring Creek Productions,705,1372
Warner Bros.,6194,1372
Initial Entertainment Group (IEG),7380,1372
Liberty Pictures,20938,1372
Paramount Pictures,4,106646
Appian Way,562,106646
EMJAG Productions,14654,106646
Red Granite Pictures,19177,106646
Sikelia Productions,23243,106646
Warner Bros.,6194,414
Polygram Filmed Entertainment,31080,414
TriStar Pictures,559,563
Touchstone Pictures,9195,563
Big Bug Pictures,23434,563
Anarchos Productions,450,83542
X-Filme Creative Pool,1972,83542
Ascension Pictures,7829,83542
ARD Degeto Film,10947,83542
Cloud Atlas Productions,11080,83542
Five Drops,11082,83542
Media Asia Group,11083,83542
Dreams of Dragon Picture,19621,83542
Village Roadshow Pictures,79,41216
Warner Bros.,6194,41216
Animal Logic,8089,41216
Cruel and Unusual Films,78685,41216
Village Roadshow Pictures,79,314
DiNovi Pictures,813,314
Warner Bros.,6194,314
Frantic Films,52945,314
Maple Shade Films,52946,314
Catwoman Films,52947,314
Paramount Pictures,4,184315
Metro-Goldwyn-Mayer (MGM),8411,184315
Radical Studios,19648,184315
Flynn Picture Company,34081,184315
Walt Disney Pictures,2,9016
Walt Disney Feature Animation,10217,9016
Universal Pictures,33,18162
Mosaic Media Group,748,18162
Relativity Media,7295,18162
Sid & Marty Krofft Pictures,11916,18162
Davis-Films,342,138103
Nu Image Films,925,138103
LionsGate,7571,138103
Millennium Films,10254,138103
Ex3 Productions,28384,138103
Fipex Holding,40822,138103
Studio Babelsberg,264,257088
Alcon Entertainment,1088,257088
DMG Entertainment,10289,257088
Ehman Productions,70993,257088
New Line Cinema,12,10214
Pathé Distribution,3012,10214
Imagine Entertainment,23,205775
Spring Creek Productions,705,205775
Warner Bros.,6194,205775
Roth Films,16314,205775
K. JAM Media,17888,205775
Cott Productions,24175,205775
Surf Film,34401,205775
"Enelmar Productions, A.I.E.",63571,205775
Village Roadshow Pictures,79,11692
Castle Rock Entertainment,97,11692
NPV Entertainment,172,11692
Mel's Cite du Cinema,54502,11692
Universal Pictures,33,22972
StudioCanal,694,22972
Dentsu,6452,22972
Relativity Media,7295,22972
Working Title Films,10163,22972
Blue Sky Studios,9383,227973
Twentieth Century Fox Animation,11749,227973
Jean Doumanian Productions,16280,29193
Sweetland Films,21716,29193
Magnolia Films,65514,29193
Jasmine Productions Inc.,65515,29193
Universal Pictures,33,1734
Alphaville Films,11462,1734
Imhotep Productions,20242,1734
Miramax Films,14,3131
Initial Entertainment Group (IEG),7380,3131
Alberto Grimaldi Productions,7381,3131
Beijing New Picture Film Co. Ltd.,724,76758
EDKO Film,12205,76758
New Picture Company,49512,76758
Columbia Pictures,5,9408
Sony Pictures Animation,2251,9408
Paramount Pictures,4,9890
De Line Pictures,2609,9890
DreamWorks Pictures,7293,9890
Jerry Bruckheimer Films,130,855
Revolution Studios,497,855
Scott Free Productions,1645,855
Everyman Pictures,2242,77953
Gary Sanchez Productions,4740,77953
Warner Bros.,6194,77953
Location Gourmet,36431,77953
Columbia Pictures,5,18
Gaumont,9,18
New Line Cinema,12,37786
Village Roadshow Pictures,79,37786
Home Box Office (HBO),3268,37786
HBO Films,7429,37786
DreamWorks SKG,27,10501
DreamWorks Animation,521,10501
Blue Sky Studios,9383,57800
Twentieth Century Fox Animation,11749,57800
Walt Disney Pictures,2,150689
Genre Films,28788,150689
Beagle Pug Films,46339,150689
Allison Shearmur Productions,47706,150689
WingNut Films,11,7980
DreamWorks SKG,27,7980
Key Creatives,2300,7980
Film4,9349,7980
Goldcrest Pictures,11843,7980
New Zealand Large Budget Screen Production Grant,12248,7980
Pixar Animation Studios,3,12
WingNut Films,11,122
New Line Cinema,12,122
WingNut Films,11,121
New Line Cinema,12,121
The Saul Zaentz Company,5237,121
Legendary Pictures,923,68737
Thunder Road Pictures,3528,68737
Outlaw Sinema,13444,68737
Moving Picture Company (MPC),20478,68737
Pendle Mountain Productions,40112,68737
China Film Co.,40890,68737
Paramount Pictures,4,1995
Toho-Towa,657,1995
Mutual Film Company,762,1995
Lawrence Gordon Productions,840,1995
British Broadcasting Corporation (BBC),3324,1995
Marubeni,4650,1995
Eidos Interactive,19105,1995
Alcon Entertainment,1088,157353
Syncopy,9996,157353
DMG Entertainment,10289,157353
Straight Up Films,13403,157353
Universal Studios,13,331
Amblin Entertainment,56,331
Ingenious Film Partners,289,61791
Ingenious Media,290,61791
Twentieth Century Fox Film Corporation,306,61791
Dune Entertainment,444,61791
Dune Entertainment III,6332,61791
Chernin Entertainment,7076,61791
Big Screen Productions,10893,61791
Paramount Pictures,4,8204
The Kennedy/Marshall Company,862,8204
Ingenious Media,290,47964
Twentieth Century Fox Film Corporation,306,47964
Dune Entertainment,444,47964
Mid Atlantic Films,2735,47964
Big Screen Productions,10893,47964
Temple Hill Entertainment,12292,47964
TSG Entertainment,22213,47964
Giant Pictures,34396,47964
Origo Film Group,34397,47964
Imagine Entertainment,23,10733
Touchstone Pictures,9195,10733
Walt Disney Pictures,2,9806
Pixar Animation Studios,3,9806
Le Studio Canal+,183,1408
Laurence Mark Productions,415,1408
Metro-Goldwyn-Mayer (MGM),8411,1408
Carolco Pictures,14723,1408
Ingenious Film Partners,289,32657
1492 Pictures,436,32657
Dune Entertainment,444,32657
Fox 2000 Pictures,711,32657
Sunswept Entertainment,5219,32657
Dune Entertainment III,6332,32657
Big Screen Productions,10893,32657
TCF Vancouver Productions,28431,32657
Amblin Entertainment,56,607
Columbia Pictures Corporation,441,607
Parkes+MacDonald Image Nation,49325,607
Pixar Animation Studios,3,863
Twentieth Century Fox Film Corporation,306,44048
Scott Free Productions,1645,44048
Firm Films,1838,44048
Prospect Park,19776,44048
Millbrook Farm Productions,19777,44048
New Line Cinema,12,5175
DreamWorks SKG,27,2655
Twentieth Century Fox Film Corporation,306,2655
ImageMovers,11395,2655
Columbia Pictures,5,22794
Sony Pictures Animation,2251,22794
Blue Sky Studios,9383,8355
Twentieth Century Fox Animation,11749,8355
New Line Cinema,12,116745
Ingenious Media,290,116745
Twentieth Century Fox Film Corporation,306,116745
Samuel Goldwyn Films,9118,116745
Big Screen Productions,10893,116745
Red Hour Films,12178,116745
TSG Entertainment,22213,116745
Down Productions,37336,116745
Columbia Pictures,5,4327
Vertigo Entertainment,829,1422
Media Asia Films,5552,1422
Warner Bros.,6194,1422
Initial Entertainment Group (IEG),7380,1422
Plan B Entertainment,45778,1422
Walt Disney Pictures,2,10674
Walt Disney Feature Animation,10217,10674
DreamWorks SKG,27,7446
Goldcrest Pictures,11843,7446
Red Hour Films,12178,7446
Internationale Filmproduktion Stella-del-Sud Second,12379,7446
Columbia Pictures,5,65754
Scott Rudin Productions,258,65754
Film Rites,8083,65754
Metro-Goldwyn-Mayer (MGM),8411,65754
Yellow Bird,33817,65754
Ground Control,47479,65754
Twentieth Century Fox Film Corporation,306,1572
Cinergi Pictures Entertainment,1504,1572
Village Roadshow Pictures,79,10528
Silver Pictures,1885,10528
Warner Bros.,6194,10528
Internationale Filmproduktion Blackbird Dritte,19855,10528
Wigram Productions,23202,10528
Paramount Pictures,4,271969
Metro-Goldwyn-Mayer (MGM),8411,271969
Sean Daniel Company,19857,271969
LightWorkers Media,23920,271969
Walt Disney Pictures,2,10865
Walt Disney Feature Animation,10217,10865
Regency Enterprises,508,258509
Fox 2000 Pictures,711,258509
Sunswept Entertainment,5219,258509
Bagdasarian Productions,10930,258509
TSG Entertainment,22213,258509
United Artists,60,2253
Achte Babelsberg Film,6100,2253
Metro-Goldwyn-Mayer (MGM),8411,2253
Bad Hat Harry Productions,9168,2253
Columbia Pictures,5,10661
Happy Madison Productions,2608,10661
Sony Pictures Releasing,3045,10661
Relativity Media,7295,10661
Columbia Pictures,5,257344
Happy Madison Productions,2608,257344
DreamWorks SKG,27,644
Amblin Entertainment,56,644
Stanley Kubrick Productions,385,644
Warner Bros.,6194,644
Walt Disney Pictures,2,10756
Gunn Films,3538,10756
Doom Buggy Productions,47122,10756
Warner Bros.,6194,686
South Side Amusement Company,43910,686
Columbia Pictures Corporation,441,9383
Global Entertainment Productions GmbH & Company Medien KG,9269,9383
Universal Pictures,33,179
StudioCanal,694,179
Mirage Enterprises,932,179
Working Title Films,10163,179
Misher Films,11581,179
Motion Picture JOTA Produktions,20194,179
1492 Pictures,436,76285
Dune Entertainment,444,76285
Fox 2000 Pictures,711,76285
Sunswept Entertainment,5219,76285
Dune Entertainment III,6332,76285
TSG Entertainment,22213,76285
Paramount Pictures,4,1996
Toho-Towa,657,1996
Mutual Film Company,762,1996
Lawrence Gordon Productions,840,1996
British Broadcasting Corporation (BBC),3324,1996
October Pictures,14362,1996
Eidos Interactive,19105,1996
Summit Entertainment,491,291805
Lionsgate,1632,291805
K/O Paper Products,7296,291805
TIK Films,72441,291805
Paramount Pictures,4,10003
Mace Neufeld Productions,2767,10003
Rysher Entertainment,11661,10003
Universal Pictures,33,1535
Metropolitan Filmexport,656,1535
Toho-Towa,657,1535
Red Wagon Productions,780,1535
Beacon Communications,919,1535
Kalima Productions GmbH & Co. KG,7385,1535
Spyglass Entertainment,158,2067
The Jacobson Company,3638,2067
Touchstone Pictures,9195,2067
Red Horizon Productions,22103,2067
Blue Sky Studios,9383,46195
Twentieth Century Fox Animation,11749,46195
Laurence Mark Productions,415,2277
1492 Pictures,436,2277
Columbia Pictures Corporation,441,2277
Touchstone Pictures,9195,2277
Radiant Productions,18990,2277
Twentieth Century Fox Film Corporation,306,10357
Columbia Pictures,5,4477
Paramount Pictures,4,8665
Intermedia Films,763,8665
National Geographic Society,2471,8665
New Regency Pictures,10104,8665
Palomar Pictures (II),11371,8665
First Light Production,20344,8665
Universal Pictures,33,9387
Dino De Laurentiis Company,10308,9387
Miramax Films,14,921
